"user_id","user_name","user_real_name","user_password","user_newpassword","user_email","user_options","user_touched","user_token","user_email_authenticated","user_email_token","user_email_token_expires","user_registration","user_newpass_time","user_editcount","user_password_expires"
433,"Exepo","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027090752,NULL,18,NULL
452,"Kolega2357","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027093203,NULL,8346,NULL
453,"Karmela","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027093207,NULL,482,NULL
455,"Wagino 20100516","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027093352,NULL,39850,NULL
463,"Egless80","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027093915,NULL,44,NULL
467,"Jón","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027094507,NULL,492,NULL
478,"ToniSant","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027100047,NULL,23,NULL
488,"Lixer","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027101240,NULL,1589,NULL
498,"Ainali","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027102614,NULL,42400,NULL
503,"Bonkers The Clown","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027102836,NULL,10,NULL
508,"Metalhead64","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027103620,NULL,42,NULL
521,"Lantuszka","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027105610,NULL,14,NULL
528,"Ykhwong","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027110655,NULL,1177,NULL
533,"애콜라이트","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027111129,NULL,404,NULL
535,"Saleeshkumar2000","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027111433,NULL,22,NULL
567,"Leemon2010","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027120628,NULL,803,NULL
570,"Zahiralbarqi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027121207,NULL,68,NULL
574,"Jayrangkoto","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027121440,NULL,23,NULL
583,"Avron","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027122352,NULL,68,NULL
591,"ヨッサン","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027122908,NULL,20,NULL
595,"Vigoshi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027123643,NULL,263,NULL
598,"Entbert","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027123932,NULL,3777,NULL
605,"Mychele Trempetich","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027124525,NULL,106,NULL
626,"Moroboshi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027130305,NULL,830,NULL
631,"SpeedyGonsales","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027130959,NULL,367,NULL
641,"CennoxX","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027132333,NULL,16244,NULL
643,"Yodigo","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027132610,NULL,104,NULL
651,"Stas000D","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027134028,NULL,1147,NULL
660,"Scrivener-uki","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027134551,NULL,34,NULL
663,"Horus","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027134934,NULL,750,NULL
691,"JPS68","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027143301,NULL,62,NULL
702,"FriedrickMILBarbarossa","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027145103,NULL,22941,NULL
711,"Père Igor","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027150350,NULL,172,NULL
713,"Denny","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027150519,NULL,10326,NULL
717,"Denny Vrandečić (WMDE)","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027150652,NULL,477,NULL
720,"Kisscool57","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027151053,NULL,10,NULL
725,"Holder","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027151657,NULL,4131,NULL
732,"Pucesurvitaminee","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027152357,NULL,432,NULL
733,"Kvr.lohith","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027152535,NULL,646,NULL
749,"Be11","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027153938,NULL,41,NULL
754,"Silesianus","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027154438,NULL,974,NULL
774,"Lushie","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027160040,NULL,19,NULL
783,"Fagusius","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027161052,NULL,58,NULL
790,"Phantomsq","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027161733,NULL,69,NULL
791,"Kamina","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027161747,NULL,15,NULL
793,"Jaba1977","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027161910,NULL,5443,NULL
809,"Lajsikonik","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027163220,NULL,1348,NULL
816,"B20180","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027164144,NULL,1486,NULL
832,"Matti1990","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027165035,NULL,899,NULL
835,"Greenknight dv","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027165724,NULL,1070,NULL
836,"Alex brollo","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027165732,NULL,904,NULL
848,"Bosyantek","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027170846,NULL,69,NULL
853,"ANGELUS","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027171157,NULL,15,NULL
855,"Euriditi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027171441,NULL,104,NULL
860,"Francisco Leandro","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027172622,NULL,59,NULL
867,"Elfix","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027173351,NULL,11,NULL
883,"Tinymonty","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027175016,NULL,12,NULL
888,"Fixertool","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027175352,NULL,3161,NULL
892,"Hosam007","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027180024,NULL,379,NULL
897,"Dfy191","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027180832,NULL,18,NULL
899,"Speculos","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027181036,NULL,1612,NULL
908,"Art-top","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027182041,NULL,170206,NULL
916,"Matheus Faria","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027182408,NULL,25,NULL
929,"Jordi escarre","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027184043,NULL,23,NULL
930,"தென்காசி சுப்பிரமணியன்","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027184106,NULL,59,NULL
932,"Amirki","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027184215,NULL,68,NULL
939,"Baskesc","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027184756,NULL,39,NULL
941,"Traleni","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027185032,NULL,5893,NULL
963,"Omega933","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027192336,NULL,43,NULL
964,"V1adis1av","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027192337,NULL,207,NULL
974,"João Justiceiro","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027192948,NULL,71,NULL
976,"Julian leonardo paez","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027193333,NULL,327,NULL
982,"Darekm135","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027194141,NULL,150,NULL
1005,"Umherirrender","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201122,NULL,1111,NULL
1006,"Victor Chmara","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201253,NULL,25,NULL
1011,"Bruno Meireles","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201602,NULL,59,NULL
1013,"Ranching","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201744,NULL,193,NULL
1014,"Joanna Kośmider","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201800,NULL,100,NULL
1016,"Diba","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027201937,NULL,67,NULL
1017,"Dinosaur918","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027202133,NULL,1780,NULL
1026,"Euskaldunaa","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027203817,NULL,4163,NULL
1029,"OTAVIO1981","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027204121,NULL,6718,NULL
1039,"Kleiner Tümmler","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027204958,NULL,54,NULL
1058,"RanZag","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027211228,NULL,727,NULL
1062,"Simon Villeneuve","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027211952,NULL,2668,NULL
1068,"Jivee Blau","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027212923,NULL,26,NULL
1074,"Ginés90","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027213759,NULL,35,NULL
1077,"Edslov","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027214252,NULL,767,NULL
1080,"Franz53sda","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027214512,NULL,130,NULL
1106,"AutomaticStrikeout","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027223215,NULL,4039,NULL
1108,"Makoloko","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027223425,NULL,165,NULL
1112,"Timmyshin","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027223739,NULL,535,NULL
1118,"Micky","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027224612,NULL,12,NULL
1122,"George Orwell III","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027225634,NULL,558,NULL
1123,"アルビレオ","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027225738,NULL,18,NULL
1124,"Nachosan","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027225842,NULL,64,NULL
1134,"Romaine","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027234001,NULL,67155,NULL
1140,"Acocris","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121027235134,NULL,44,NULL
1147,"Mauerquadrant","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028000736,NULL,98,NULL
1151,"Stillhart","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028001408,NULL,58,NULL
1161,"Kimdime","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028002954,NULL,66,NULL
1168,"Dcirovic","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028004312,NULL,39301,NULL
1177,"Szente","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028005852,NULL,23,NULL
1187,"Htm","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028011600,NULL,140,NULL
1189,"EkoGraf","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028011712,NULL,30,NULL
1202,"Risker","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028013912,NULL,10,NULL
1206,"Jafeluv","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028014917,NULL,13472,NULL
1224,"Fernandobrasilien","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028021022,NULL,47,NULL
1233,"Sorakara023","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028022413,NULL,2387,NULL
1259,"Kelvin","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028030100,NULL,234,NULL
1263,"Adi.akbartauhidin","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028030944,NULL,86,NULL
1269,"Adavyd","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028031523,NULL,600,NULL
1273,"Shwetha","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028031916,NULL,449,NULL
1274,"Jarekt","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028032329,NULL,487,NULL
1299,"Parvathisri","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028041423,NULL,53,NULL
1300,"郑合存","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028041432,NULL,62,NULL
1309,"Frank sin Otra","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028043337,NULL,27,NULL
1340,"January","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028050427,NULL,27,NULL
1348,"Coin945","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028051018,NULL,23,NULL
1356,"Aristote2","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028053204,NULL,1051,NULL
1361,"Dikaalnas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028054116,NULL,582,NULL
1373,"Acer11","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028055609,NULL,110,NULL
1374,"UncleMartin","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028055620,NULL,42,NULL
1377,"Drahreg01","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028060202,NULL,149,NULL
1382,"Лобачев Владимир","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028061117,NULL,2749,NULL
1386,"Mikael Häggström","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028061614,NULL,12,NULL
1396,"Mcapdevila","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028063238,NULL,588,NULL
1399,"むじんくん","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028063733,NULL,169,NULL
1411,"Николай95","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028065354,NULL,66,NULL
1423,"Lasvelor","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028070641,NULL,52,NULL
1426,"Lamiot","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028070744,NULL,10,NULL
1432,"Anupam","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028071024,NULL,12,NULL
1436,"Eric abiog","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028071230,NULL,3425,NULL
1439,"WhisperToMe","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028071708,NULL,1366,NULL
1446,"Beachcomber","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028072433,NULL,237,NULL
1461,"CecilF","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028073621,NULL,560,NULL
1462,"Jeremy112233","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028073651,NULL,10,NULL
1465,"Ymblanter","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028074003,NULL,33030,NULL
1467,"Bene*","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028074149,NULL,16014,NULL
1470,"Gdgourou","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028074927,NULL,220,NULL
1475,"Dvh","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028075358,NULL,23,NULL
1489,"Denis Barthel","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028080827,NULL,127,NULL
1490,"Adville","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028080828,NULL,247,NULL
1499,"螺钉","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028082039,NULL,47,NULL
1500,"Wheeke","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028082052,NULL,382,NULL
1501,"MJ for U","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028082150,NULL,30,NULL
1503,"Sitacuisses","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028082537,NULL,244,NULL
1513,"Bernd Schwabe in Hannover","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028083132,NULL,50,NULL
1515,"桂鷺淵","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028083218,NULL,30888,NULL
1518,"Enyokoyama","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028083624,NULL,381,NULL
1520,"محمد شعیب","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028083853,NULL,1335,NULL
1522,"السيف ذو الوشاح","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121028083934,NULL,74,NULL
